title,price,make,model,yom,mileage,engine_cc,location,url,scrape_date
Bajaj CT 110 2012,320000,Bajaj,CT 110,2012,40000,100,Kandy,https://ikman.lk/en/ad/bajaj-ct-110-2012-for-sale-kandy,2026-02-21
Bajaj Pulsar N160 Premium 2026,416500,Bajaj,Pulsar N160,2026,0,160,Colombo,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-colombo-255,2026-02-21
Bajaj CT100 2026,184500,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-108,2026-02-21
TVS Raider 125 2026,195000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-494,2026-02-21
Yamaha Fzs V4 Auto 2025,368970,Yamaha,Fzs V4,2025,0,149,Colombo,https://ikman.lk/en/ad/yamaha-fzs-v4-auto-2025-for-sale-colombo-5,2026-02-21
Suzuki GN 125 Japan In Light 2001,400000,Suzuki,GN 125,2001,89000,125,Colombo,https://ikman.lk/en/ad/suzuki-gn-125-japan-in-light-2001-for-sale-colombo,2026-02-21
Hero Passion pro 2019,345000,Hero,Passion pro,2019,55000,120,Jaffna,https://ikman.lk/en/ad/hero-passion-pro-2020-for-sale-jaffna-5,2026-02-21
Yamaha N Max 2019,880000,Yamaha,N Max,2019,37000,125,Colombo,https://ikman.lk/en/ad/yamaha-n-max-2019-for-sale-colombo-97,2026-02-21
Bajaj CT100 2020,495000,Bajaj,CT100,2020,22400,100,Kurunegala,https://ikman.lk/en/ad/bajaj-ct100-2020-for-sale-kurunegala-219,2026-02-21
Honda Dio 2025,760000,Honda,Dio,2025,4000,100,Gampaha,https://ikman.lk/en/ad/honda-dio-2025-for-sale-gampaha-25,2026-02-21
Bajaj Discover 125 2026,250000,Bajaj,Discover 125,2026,0,125,Kalutara,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-kalutara-7,2026-02-21
Ranomoto GN125H 2025,550000,Ranomoto,Other Model,2025,2500,125,Badulla,https://ikman.lk/en/ad/ranomoto-gn125h-2025-for-sale-badulla,2026-02-21
Bajaj Pulsar N160 Premium 2026,299000,Bajaj,Pulsar N160,2026,0,160,Kegalle,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-116,2026-02-21
Ranomoto Pattaya 2024,320000,Ranomoto,Pattaya,2024,16558,120,Jaffna,https://ikman.lk/en/ad/ranomoto-pattaya-2024-for-sale-jaffna,2026-02-21
Bajaj Pulsar N160 Premium 2026,299000,Bajaj,Pulsar N160,2026,0,160,Kegalle,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-114,2026-02-21
Yamaha FZS V3 2020,248000,Yamaha,FZS V3,2020,48000,150,Gampaha,https://ikman.lk/en/ad/yamaha-fzs-v3-2020-for-sale-gampaha-55,2026-02-21
Bajaj CT100 2017,118000,Bajaj,CT100,2017,60000,100,Gampaha,https://ikman.lk/en/ad/bajaj-ct100-2017-for-sale-gampaha-794,2026-02-21
Honda PCX 125 2022,1450000,Honda,PCX 125,2022,39000,125,Colombo,https://ikman.lk/en/ad/honda-pcx-125-2023-2022-for-sale-colombo,2026-02-21
Yamaha Ray ZR 2019,153000,Yamaha,Ray ZR,2019,63000,110,Gampaha,https://ikman.lk/en/ad/yamaha-ray-zr-2019-for-sale-gampaha-2359,2026-02-21
TVS Ntorq 125 2026,55700,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-285,2026-02-21
TVS Ntorq 125 Brand New 2026,174900,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-574,2026-02-21
Yamaha FZS V3 2020,248000,Yamaha,FZS V3,2020,48000,150,Gampaha,https://ikman.lk/en/ad/yamaha-fzs-v3-2020-for-sale-gampaha-55,2026-02-21
Bajaj CT100 2017,118000,Bajaj,CT100,2017,60000,100,Gampaha,https://ikman.lk/en/ad/bajaj-ct100-2017-for-sale-gampaha-794,2026-02-21
Honda PCX 125 2022,1450000,Honda,PCX 125,2022,39000,125,Colombo,https://ikman.lk/en/ad/honda-pcx-125-2023-2022-for-sale-colombo,2026-02-21
Yamaha Ray ZR 2019,153000,Yamaha,Ray ZR,2019,63000,110,Gampaha,https://ikman.lk/en/ad/yamaha-ray-zr-2019-for-sale-gampaha-2359,2026-02-21
Bajaj Platina 100 ES 2015,365000,Bajaj,Platina 100 ES,2015,63782,100,Colombo,https://ikman.lk/en/ad/bajaj-platina-100-es-2015-for-sale-colombo-60,2026-02-21
Bajaj Pulsar N125 2025,323000,Bajaj,Pulsar N125,2025,0,125,Colombo,https://ikman.lk/en/ad/bajaj-pulsar-n125-2025-for-sale-colombo-400,2026-02-21
Honda Grazia 2019,131000,Honda,Grazia,2019,43000,125,Gampaha,https://ikman.lk/en/ad/honda-grazia-2019-for-sale-gampaha-695,2026-02-21
Bajaj Pulsar N160 Premium 2026,299000,Bajaj,Pulsar N160,2026,0,160,Kegalle,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2026-for-sale-kegalle-115,2026-02-21
Bajaj Discover 125 2026,250000,Bajaj,Discover 125,2026,0,125,Kalutara,https://ikman.lk/en/ad/bajaj-discover-125-2026-for-sale-kalutara-6,2026-02-21
Honda Super Club 50 2006,210000,Honda,Super Club,2006,80448,50,Kalutara,https://ikman.lk/en/ad/honda-super-club-cub-50cc-2006-for-sale-kalutara,2026-02-21
Bajaj Boxer 2004,165000,Bajaj,Boxer,2004,54000,100,Gampaha,https://ikman.lk/en/ad/bajaj-boxer-2004-for-sale-gampaha-982,2026-02-21
Hero Pleasure Plus Used 2014,310000,Hero,Pleasure Plus,2014,41000,100,Matara,https://ikman.lk/en/ad/hero-pleasure-plus-used-2014-for-sale-matara,2026-02-21
Yamaha MT 15 2019,1170000,Yamaha,MT 15,2019,28000,155,Ampara,https://ikman.lk/en/ad/yamaha-mt-15-2020-2019-for-sale-ampara,2026-02-21
Honda Dio 2016,181000,Honda,Dio,2016,49350,128,Gampaha,https://ikman.lk/en/ad/honda-dio-bdt-2016-for-sale-gampaha-1,2026-02-21
Bajaj Discover 125 2025,217000,Bajaj,Discover 125,2025,0,125,Kalutara,https://ikman.lk/en/ad/bajaj-discover-125-2025-for-sale-kalutara-174,2026-02-21
Bajaj Caliber 2003,145000,Bajaj,Caliber,2003,54000,115,Colombo,https://ikman.lk/en/ad/bajaj-caliber-2003-for-sale-colombo-207,2026-02-21
Hero CD 100 2009,180000,Hero,CD 100,2009,68977,100,Colombo,https://ikman.lk/en/ad/hero-cd-100-2009-for-sale-colombo,2026-02-21
Yamaha FZs V2 2017,840000,Yamaha,FZs V2,2017,40000,150,Colombo,https://ikman.lk/en/ad/yamaha-fz-2017-for-sale-colombo-640,2026-02-21
Bajaj Pulsar NS200 2018,850000,Bajaj,Pulsar NS200,2018,43240,200,Vavuniya,https://ikman.lk/en/ad/bajaj-pulsar-ns200-good-2018-for-sale-vavuniya,2026-02-21
TVS Metro 2008,140000,TVS,Metro,2008,288800,100,Kurunegala,https://ikman.lk/en/ad/tvs-metro-2829293-2008-for-sale-kurunegala,2026-02-21
Suzuki Burgman 2020,610000,Suzuki,Burgman,2020,62000,125,Gampaha,https://ikman.lk/en/ad/suzuki-burgman-2020-for-sale-gampaha-421,2026-02-21
Bajaj Pulsar N160 premium 2025,458000,Bajaj,Pulsar N160,2025,0,160,Colombo,https://ikman.lk/en/ad/bajaj-pulsar-n160-premium-2025-for-sale-colombo-639,2026-02-21
TVS Raider 125 Brand new 2026,188500,TVS,Raider 125,2026,0,125,Gampaha,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-gampaha-22,2026-02-21
TVS Raider 125 2026,285000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-471,2026-02-21
Bajaj CT100 ES 2026,184500,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-es-2026-for-sale-colombo-91,2026-02-21
TVS Ntorq 125 Brand New 2026,174900,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-574,2026-02-21
Hero XOOM 125R 2026,699000,Hero,XOOM 125R,2026,0,125,Galle,https://ikman.lk/en/ad/hero-xoom-125r-2026-for-sale-galle,2026-02-21
TVS Raider 125 2026,285000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-471,2026-02-21
Bajaj CT100 ES 2026,184500,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-es-2026-for-sale-colombo-91,2026-02-21
TVS Ntorq 125 Brand New 2026,155000,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-571,2026-02-21
Bajaj CT100 2025,259000,Bajaj,CT100,2025,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-2025-for-sale-colombo-1396,2026-02-21
Bajaj CT100 2026,184500,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-colombo-107,2026-02-21
TVS Ntorq 125 Brand New 2026,155000,TVS,Ntorq 125,2026,0,125,Gampaha,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-gampaha-116,2026-02-21
TVS Raider 125 2026,285000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-469,2026-02-21
Bajaj CT100 Brand New 2026,184500,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-brand-new-2026-for-sale-colombo-235,2026-02-21
TVS iQube Electric 2026,128000,TVS,iQube Electric,2026,0,3,Colombo,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-72,2026-02-21
TVS Raider 125 2026,285000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-475,2026-02-21
TVS Raider 125 2026,285000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-478,2026-02-21
Bajaj Pulsar 150 2017,530000,Bajaj,Pulsar 150,2017,80000,150,Kalutara,https://ikman.lk/en/ad/bajaj-pulsar-150-2017-for-sale-kalutara-1411,2026-02-21
TVS iQube Electric 2026,128000,TVS,iQube Electric,2026,0,3,Colombo,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-75,2026-02-21
TVS Raider 125 Brand New 2026,188500,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-colombo-27,2026-02-21
Yamaha FZs 2012,438000,Yamaha,FZs,2012,68358,150,Gampaha,https://ikman.lk/en/ad/yamaha-fzs-2012-for-sale-gampaha-457,2026-02-21
KTM Duke 160 Brand New 2026,771880,KTM,Duke,2026,0,160,Colombo,https://ikman.lk/en/ad/ktm-duke-160-brand-new-2026-for-sale-colombo-5,2026-02-21
TVS Ntorq Brand new 2026,158500,TVS,Ntorq,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-kalutara-9,2026-02-21
Bajaj Pulsar 150 2017,105000,Bajaj,Pulsar 150,2017,65000,150,Colombo,https://ikman.lk/en/ad/bajaj-pulsar-150-2017-for-sale-colombo-1465,2026-02-21
Bajaj Discover 125 2018,60000,Bajaj,Discover 125,2018,65000,125,Colombo,https://ikman.lk/en/ad/bajaj-discover-125-2018-for-sale-colombo-362,2026-02-21
Kinetic Safari 48 Cc 2014,108000,Kinetic,Safari,2014,34525,48,Gampaha,https://ikman.lk/en/ad/kinetic-safari-48-cc-2014-for-sale-gampaha-3,2026-02-21
Yamaha Mate 50 1994,65000,Yamaha,Mate,1994,54522,50,Gampaha,https://ikman.lk/en/ad/yamaha-mate-50-1994-for-sale-gampaha-1,2026-02-21
Hero Cbz Xtrem 150 2008,118000,Hero,Other Model,2008,34522,150,Gampaha,https://ikman.lk/en/ad/hero-cbz-xtrem-150-2008-for-sale-gampaha-2,2026-02-21
TVS Apache RTR 2012,350000,TVS,Apache RTR,2012,38000,150,Colombo,https://ikman.lk/en/ad/tvs-apache-rtr-new-edition-2012-for-sale-colombo-1,2026-02-21
KTM Duke 160 2026,771880,KTM,Duke,2026,0,160,Colombo,https://ikman.lk/en/ad/ktm-duke-160-2026-for-sale-colombo-3,2026-02-21
Bajaj CT100 ES Brand New 2026,149000,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-es-brand-new-2026-for-sale-colombo-39,2026-02-21
Bajaj Pulsar NS160 2025,930000,Bajaj,Pulsar NS160,2025,800,160,Matara,https://ikman.lk/en/ad/bajaj-pulsar-ns160-2025-for-sale-matara,2026-02-21
Bajaj CT100 2026,184300,Bajaj,CT100,2026,0,102,Kalutara,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-kalutara-28,2026-02-21
TVS Ntorq 2026,55700,TVS,Ntorq,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-ntorq-2026-for-sale-kalutara-114,2026-02-21
KTM Duke 160 2026,771880,KTM,Duke,2026,0,160,Colombo,https://ikman.lk/en/ad/ktm-duke-160-2026-for-sale-colombo-3,2026-02-21
Bajaj CT100 ES Brand New 2026,149000,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-es-brand-new-2026-for-sale-colombo-39,2026-02-21
Yamaha FZ S v2 2017,765000,Yamaha,FZ S,2017,50000,150,Colombo,https://ikman.lk/en/ad/yamaha-fz-s-v2-2017-for-sale-colombo-198,2026-02-21
Bajaj CT100 ES Brand New 2026,149000,Bajaj,CT100,2026,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-es-brand-new-2026-for-sale-colombo-38,2026-02-21
Honda Press Cub 50 2003,105000,Honda,Other Model,2003,36255,50,Gampaha,https://ikman.lk/en/ad/honda-press-cub-50-2003-for-sale-gampaha-29,2026-02-21
Bajaj CT100 2026,149000,Bajaj,CT100,2026,0,100,Gampaha,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-gampaha-414,2026-02-21
KTM Duke 160 2026,771880,KTM,Duke,2026,0,160,Colombo,https://ikman.lk/en/ad/ktm-duke-160-2026-for-sale-colombo-4,2026-02-21
Bajaj CT100 Es Brand New 2026,149000,Bajaj,CT100,2026,0,100,Gampaha,https://ikman.lk/en/ad/bajaj-ct100-es-brand-new-2026-for-sale-gampaha-73,2026-02-21
TVS Ntorq BKB 2025,740000,TVS,Ntorq,2025,4000,125,Puttalam,https://ikman.lk/en/ad/tvs-ntorq-bkb-2025-for-sale-puttalam,2026-02-21
Bajaj Platina 2013,79000,Bajaj,Platina,2013,11000,100,Galle,https://ikman.lk/en/ad/bajaj-platina-2013-for-sale-galle-211,2026-02-21
Bajaj Pulsar 150 2020,750000,Bajaj,Pulsar 150,2020,52000,150,Kalutara,https://ikman.lk/en/ad/bajaj-pulsar-150-2020-for-sale-kalutara-2,2026-02-21
Honda Hornet 2010,695000,Honda,Hornet,2010,11000,250,Kalutara,https://ikman.lk/en/ad/honda-hornet-2010-for-sale-kalutara-113,2026-02-21
Yamaha R15 2020,1245000,Yamaha,R15,2020,35670,150,Jaffna,https://ikman.lk/en/ad/yamaha-r15-2020-for-sale-jaffna-250,2026-02-21
Bajaj V15 2017,335000,Bajaj,V15,2017,42100,150,Colombo,https://ikman.lk/en/ad/bajaj-v15-wpbex-2017-for-sale-colombo,2026-02-21
Bajaj Pulsar 135 2013,350000,Bajaj,Pulsar 135,2013,106000,135,Jaffna,https://ikman.lk/en/ad/bajaj-pulsar-135-2013-for-sale-jaffna-5,2026-02-21
Honda MD 2021,570000,Honda,MD,2021,57095,90,Jaffna,https://ikman.lk/en/ad/honda-md-2021-for-sale-jaffna,2026-02-21
Honda Dio 2018,590000,Honda,Dio,2018,79000,110,Colombo,https://ikman.lk/en/ad/honda-dio-2018-for-sale-colombo-5945,2026-02-21
Honda Dio Red 2018,110000,Honda,Dio,2018,50000,110,Colombo,https://ikman.lk/en/ad/honda-dio-red-2018-for-sale-colombo-247,2026-02-21
TVS Ntorq Brand New 2026,149900,TVS,Ntorq,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-kalutara-8,2026-02-21
TVS Ntorq Brand new 2026,149900,TVS,Ntorq,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2026-for-sale-colombo-35,2026-02-21
Bajaj Discover 125 used 2014,70000,Bajaj,Discover 125,2014,45800,125,Anuradhapura,https://ikman.lk/en/ad/bajaj-discover-125-used-2014-for-sale-anuradhapura-5,2026-02-21
Bajaj Discover 2006,220000,Bajaj,Discover,2006,90000,150,Trincomalee,https://ikman.lk/en/ad/bajaj-discover-2006-for-sale-trincomalee,2026-02-21
Bajaj CT100 used 2016,465000,Bajaj,CT100,2016,55400,100,Monaragala,https://ikman.lk/en/ad/bajaj-ct100-used-2016-for-sale-monaragala-4,2026-02-21
Honda Dio 2019,605000,Honda,Dio,2019,32000,110,Colombo,https://ikman.lk/en/ad/honda-dio-dx-2019-for-sale-colombo-797,2026-02-21
Bajaj Discover 2008,385000,Bajaj,Discover,2008,60000,135,Kurunegala,https://ikman.lk/en/ad/bajaj-discover-135-2008-for-sale-kurunegala-918,2026-02-21
Honda Dio 2014,138000,Honda,Dio,2014,18000,110,Gampaha,https://ikman.lk/en/ad/honda-dio-2014-for-sale-gampaha-5701,2026-02-21
Bajaj CT100 2026,184300,Bajaj,CT100,2026,0,102,Kalutara,https://ikman.lk/en/ad/bajaj-ct100-2026-for-sale-kalutara-28,2026-02-21
TVS Ntorq 125 2026,59900,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-359,2026-02-21
Bajaj Discover 2008,385000,Bajaj,Discover,2008,60000,135,Kurunegala,https://ikman.lk/en/ad/bajaj-discover-135-2008-for-sale-kurunegala-918,2026-02-21
TVS Ntorq 2023,628000,TVS,Ntorq,2023,23525,125,Gampaha,https://ikman.lk/en/ad/tvs-ntorq-2023-for-sale-gampaha-85,2026-02-21
TVS iQube Electric 2026,128000,TVS,iQube Electric,2026,0,3,Colombo,https://ikman.lk/en/ad/tvs-iqube-electric-2026-for-sale-colombo-97,2026-02-21
Honda CB4 2010,1095000,Honda,CB4,2010,75000,399,Kalutara,https://ikman.lk/en/ad/honda-cb4-2010-for-sale-kalutara-11,2026-02-21
TVS Apache RTR 150 2009,180000,TVS,Apache,2009,50000,150,Colombo,https://ikman.lk/en/ad/tvs-apache-rtr-150-2009-for-sale-colombo,2026-02-21
Bajaj Discover 150 2011,225000,Bajaj,Discover,2011,55000,150,Batticaloa,https://ikman.lk/en/ad/bajaj-discover-150-2011-for-sale-batticaloa,2026-02-21
TVS Raider 125 2026,195000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-493,2026-02-21
TVS Ntorq 125 2026,195000,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-486,2026-02-21
Bajaj CT100 2008,245000,Bajaj,CT100,2008,45000,100,Monaragala,https://ikman.lk/en/ad/bajaj-ct100-100-2008-for-sale-monaragala,2026-02-21
Bajaj Pulsar N160 2024,775000,Bajaj,Pulsar N160,2024,20000,164,Galle,https://ikman.lk/en/ad/bajaj-pulsar-n160-2024-for-sale-galle-9,2026-02-21
Hero Splendor i smart 2015,260000,Hero,Splendor i smart,2015,80000,100,Trincomalee,https://ikman.lk/en/ad/hero-splendor-i-smart-mart-2015-for-sale-trincomalee,2026-02-21
Senaro GN 125 2026,183750,Senaro,GN 125,2026,0,125,Kandy,https://ikman.lk/en/ad/senaro-gn-125-2026-for-sale-kandy,2026-02-21
TVS Ntorq Brand New 2025,149900,TVS,Ntorq,2025,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2025-for-sale-colombo-4068,2026-02-21
Bajaj Pulsar 150 2018,610000,Bajaj,Pulsar 150,2018,39856,150,Anuradhapura,https://ikman.lk/en/ad/bajaj-pulsar-150-2018-for-sale-anuradhapura-266,2026-02-21
Demak DTM 2013,290000,Demak,DTM,2013,19500,150,Kurunegala,https://ikman.lk/en/ad/demak-dtm-2013-for-sale-kurunegala-24,2026-02-21
TVS Raider 125 2025,259000,TVS,Raider 125,2025,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2025-for-sale-colombo-3252,2026-02-21
Honda Dio 2014,445000,Honda,Dio,2014,12732,110,Colombo,https://ikman.lk/en/ad/honda-dio-2014-for-sale-colombo-4942,2026-02-21
Bajaj Pulsar NS200 2016,1085000,Bajaj,Pulsar NS200,2016,30155,200,Kalutara,https://ikman.lk/en/ad/bajaj-pulsar-ns200-good-2016-for-sale-kalutara,2026-02-21
Rise E Bike 2026,669900,Rise,Other Model,2026,0,2000,Kegalle,https://ikman.lk/en/ad/rise-2026-for-sale-kegalle,2026-02-21
TVS Ntorq 125 Brand New 2026,155000,TVS,Ntorq 125,2026,0,125,Gampaha,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-gampaha-117,2026-02-21
TVS Ntorq 125 Brand New 2026,155000,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-615,2026-02-21
TVS Sport 110 2026,140000,TVS,Sport,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-sport-110-2026-for-sale-colombo-347,2026-02-21
Bajaj CT100 ct 100 2025,185000,Bajaj,CT100,2025,0,100,Colombo,https://ikman.lk/en/ad/bajaj-ct100-ct-100-2025-for-sale-colombo-80,2026-02-21
TVS Ntorq 125 Brand New 2026,168000,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-570,2026-02-21
TVS Ntorq 125 Brand New 2026,168500,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-569,2026-02-21
TVS Raider 125 2026,157000,TVS,Raider 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-2026-for-sale-colombo-318,2026-02-21
TVS Raider 125 Brand New 2026,99700,TVS,Raider 125,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2026-for-sale-kalutara-2,2026-02-21
TVS Ntorq 125 Brand New 2026,168500,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-569,2026-02-21
TVS Ntorq Brand New 2025,149900,TVS,Ntorq,2025,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2025-for-sale-colombo-4069,2026-02-21
TVS Ntorq 125 2026,195000,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-2026-for-sale-colombo-485,2026-02-21
TVS Raider 125 Brand New 2025,188500,TVS,Raider 125,2025,0,125,Kalutara,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2025-for-sale-kalutara-80,2026-02-21
TVS Raider 125 Brand New 2025,188500,TVS,Raider 125,2025,0,125,Colombo,https://ikman.lk/en/ad/tvs-raider-125-brand-new-2025-for-sale-colombo-847,2026-02-21
TVS Apache RTR 150 2017,285000,TVS,Apache,2017,34522,150,Gampaha,https://ikman.lk/en/ad/tvs-apache-rtr-150-2017-for-sale-gampaha-4,2026-02-21
Hero super cub 90 2015,99000,Hero,Other Model,2015,36225,90,Gampaha,https://ikman.lk/en/ad/hero-super-cub-90-2015-for-sale-gampaha,2026-02-21
Honda PCX160 2025,1800000,Honda,PCX160,2025,25,160,Colombo,https://ikman.lk/en/ad/honda-pcx160-pcx-160cc-2024-for-sale-colombo,2026-02-21
Loncin Super Cub 90 2016,145000,Loncin,Other Model,2016,35252,90,Gampaha,https://ikman.lk/en/ad/loncin-super-cub-90-2016-for-sale-gampaha-4,2026-02-21
TVS Ntorq 125 Brand New 2026,158500,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-colombo-566,2026-02-21
Yamaha Libero 100 2006,78000,Yamaha,Other Model,2006,98258,100,Gampaha,https://ikman.lk/en/ad/yamaha-libero-100-2006-for-sale-gampaha-7,2026-02-21
TVS Ntorq 125 Brand New 2026,178500,TVS,Ntorq 125,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-kalutara-11,2026-02-21
TVS Ntorq 125 Brand New 2026,178500,TVS,Ntorq 125,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-kalutara-10,2026-02-21
TVS Ntorq 125 Brand New 2026,178500,TVS,Ntorq 125,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-kalutara-9,2026-02-21
TVS Ntorq 125 Brand New 2026,178500,TVS,Ntorq 125,2026,0,125,Kalutara,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2026-for-sale-kalutara-8,2026-02-21
Bajaj CT100 2019,460000,Bajaj,CT100,2019,36500,100,Mannar,https://ikman.lk/en/ad/bajaj-ct100-2019-for-sale-mannar,2026-02-21
Bajaj Pulsar 150 2017,650000,Bajaj,Pulsar 150,2017,24000,150,Colombo,https://ikman.lk/en/ad/bajaj-pulsar-150-2017-for-sale-colombo-1464,2026-02-21
TVS Ntorq Brand New 2025,149500,TVS,Ntorq,2025,0,125,Gampaha,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2025-for-sale-gampaha-1173,2026-02-21
TVS Ntorq Brand New 2025,149900,TVS,Ntorq,2025,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-brand-new-2025-for-sale-colombo-4070,2026-02-21
Bajaj Pulsar 150 2004,198000,Bajaj,Pulsar 150,2004,65000,150,Gampaha,https://ikman.lk/en/ad/bajaj-pulsar-150-2004-for-sale-gampaha-256,2026-02-21
Yamaha RayZR 2017,375000,Yamaha,RayZR,2017,52000,113,Gampaha,https://ikman.lk/en/ad/yamaha-rayzr-2017-for-sale-gampaha-65,2026-02-21
Honda MD 90 2020,325000,Honda,MD,2020,50280,90,Jaffna,https://ikman.lk/en/ad/honda-md-90-2020-for-sale-jaffna,2026-02-21
Yamaha Fzs V4 2025,1229900,Yamaha,Fzs V4,2025,0,149,Colombo,https://ikman.lk/en/ad/yamaha-fzs-v4-2025-for-sale-colombo-4,2026-02-21
TVS Ntorq 125 Race Edition 2026,199000,TVS,Ntorq 125,2026,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-race-edition-2026-for-sale-colombo-89,2026-02-21
TVS Ntorq 125 Brand New 2021,158500,TVS,Ntorq 125,2021,0,125,Colombo,https://ikman.lk/en/ad/tvs-ntorq-125-brand-new-2021-for-sale-colombo-175,2026-02-21
TVS Scooty Pep+ pepx 2019,380000,TVS,Scooty Pep+,2019,43339,100,Hambantota,https://ikman.lk/en/ad/tvs-scooty-pep-pepx-2019-for-sale-hambantota-2,2026-02-21
Hero Hunk 160R 4V 2025,454950,Hero,Hunk 160R,2025,1,160,Colombo,https://ikman.lk/en/ad/hero-hunk-160r-4v-2025-for-sale-colombo-158,2026-02-21
